Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Recommended_Major
c,d,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Commerce
b,d,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Higher Institute of Administrative Sciences
d,d,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Fine Arts
d,a,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Fine Arts
d,c,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Law
d,d,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Higher Institute of Administrative Sciences
d,c,No,No,No,No,Yes,No,No,Yes,No,Yes,Media
a,b,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Engineering
a,a,No,No,No,Yes,No,No,Yes,No,No,No,Law
b,a,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Computer Science
b,b,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Applied Health Sciences
c,a,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Fine Arts
b,d,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Computer Science
c,a,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Commerce
c,b,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Commerce
a,b,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Applied Health Sciences
c,c,No,No,No,No,No,Yes,No,No,No,No,Science
b,b,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Applied Health Sciences
a,d,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Law
c,a,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Applied Sciences for Space and Navigation
a,d,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Engineering
d,c,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Fine Arts
c,a,No,No,Yes,No,Yes,No,No,No,No,No,Media
c,d,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Commerce
d,d,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Fine Arts
c,b,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Applied Health Sciences
c,c,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Commerce
c,d,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Fine Arts
d,b,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Higher Institute of Administrative Sciences
c,b,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Commerce
b,d,No,Yes,No,No,No,No,No,No,No,No,Media
b,c,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Computer Science
d,c,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Media
a,a,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Applied Sciences for Space and Navigation
a,a,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering
b,a,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Computer Science
c,a,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Commerce
b,c,No,No,No,Yes,Yes,No,No,Yes,No,No,Law
b,d,No,Yes,No,No,Yes,No,No,No,No,Yes,Computer Science
c,b,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Media
d,d,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Fine Arts
a,a,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Applied Sciences for Space and Navigation
d,d,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Law
d,d,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Law
c,a,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Commerce
c,b,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Commerce
b,d,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Law
d,d,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Fine Arts
d,b,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Law
d,d,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Law
b,a,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Higher Institute of Administrative Sciences
a,a,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Engineering
a,c,Yes,No,Yes,Yes,No,No,No,No,No,No,Media
b,c,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Law
a,a,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Media
a,a,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Engineering
d,c,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Law
d,b,No,No,Yes,Yes,No,Yes,No,No,No,No,Media
d,c,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Fine Arts
a,c,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Media
b,b,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Applied Health Sciences
